,id,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,sqft_living15,sqft_lot15,price
6242,7300400170,4,"2,5",2,0,0,3,8,1998,2480,6200,334000
6243,9834201100,4,2,2,0,0,4,7,1972,1300,4080,332500
6244,8850000509,2,"1,5",2,0,0,3,9,2007,1660,1642,525000
6245,4123840470,3,"2,5",2,0,0,3,8,1991,2190,7842,408000
6246,1150900080,4,"2,5",2,0,0,3,9,2003,3040,7491,846450
6247,514500235,3,"1,5",1,0,0,4,7,1958,1580,7200,411100
6248,1522059120,5,"3,25",2,0,0,4,8,1999,2330,8339,409124
6249,2895600680,2,"1,5",1,0,0,5,7,1951,1190,5320,335950
6250,8087800480,5,"2,5",1,0,0,4,7,1963,1800,8553,480000
6251,7931000066,2,"1,75",1,0,0,3,7,1957,1960,10140,280000
6252,5406500480,4,"2,5",2,0,0,3,8,1999,2670,4410,668000
6253,2540820010,4,"2,5",2,0,0,3,8,2010,2120,11175,750000
6254,3300700470,2,1,1,0,0,3,6,1955,950,4000,394475
6255,8823902005,5,"1,75",2,0,0,3,7,1928,2870,4320,848000
6256,6003001760,3,"1,5","2,5",0,0,4,8,1907,1740,1885,675000
6257,1432400095,3,1,1,0,0,4,6,1958,1170,7667,175000
6258,2483700095,4,"1,5",1,0,1,3,8,1952,2020,6000,560000
6259,6600220380,5,"2,75",2,0,0,3,8,1987,2030,11847,538888
6260,3990200020,4,"1,75",2,0,0,3,8,1991,1840,9387,359000
6261,112900020,3,"2,25",2,0,0,3,7,2001,1680,4652,300000
6262,8700110020,3,"2,5",2,0,0,4,7,1989,1930,6666,273000
6263,9831200221,3,"2,5",2,0,0,3,9,2003,1490,1439,670000
6264,8078400010,4,"2,25",1,0,0,3,8,1984,1890,7875,530000
6265,9550200225,3,"1,5",1,0,0,3,7,1927,1260,4488,625000
6266,2946001950,3,1,1,0,0,4,6,1954,1520,6600,248000
6267,3905050280,3,"2,5",2,0,0,3,8,1990,1930,5264,533000
6268,3026059341,4,"3,5",1,0,0,3,8,1991,2200,7408,549950
6269,7292700005,4,"1,75",1,0,0,4,8,1959,1660,8363,485000
6270,8856970440,3,"2,5",2,0,0,3,7,2001,1930,5134,353500
6271,7504001440,2,"1,75",1,0,0,3,9,1976,2580,12326,435000
6272,8068000305,3,1,1,0,0,3,6,1951,1340,10000,241000
6273,1681400010,4,"2,75","1,5",0,0,3,8,2007,1860,3560,885000
6274,6850700670,6,3,"2,5",0,0,3,7,1906,2180,2460,799200
6275,1546600020,3,"2,5",1,0,0,4,8,1973,2100,12746,760000
6276,8071000050,2,1,1,0,0,3,6,1922,1380,5700,270000
6277,1036000280,4,"1,75",1,0,0,4,9,1969,2040,8480,675000
6278,5422560380,3,"2,5",1,0,0,4,8,1977,1720,6136,499000
6279,1762600280,3,"2,5","1,5",0,0,3,10,1984,3440,35021,1200000
6280,5416500840,4,"2,5",2,0,0,3,8,2005,2570,4933,320000
6281,3523069008,4,"3,25",1,0,0,3,10,2000,2410,87120,890000
6282,8001210170,4,"2,75",1,0,0,3,7,1978,1940,7420,275000
6283,6806300920,4,"2,5",2,0,0,4,10,1994,3020,8406,490000
6284,9826701665,3,"2,5","1,5",0,0,3,7,1906,1590,4200,550000
6285,2253200010,5,2,1,0,0,5,7,1959,1760,9533,390000
6286,1941400080,3,"2,25",1,0,0,4,7,1968,1690,11839,277000
6287,3317010130,3,"1,75",1,0,0,3,7,1994,1660,9219,236000
6288,1721059230,3,"1,75",1,0,0,4,7,1975,2090,16988,265953
6289,9328500630,3,"2,25",1,0,0,4,8,1974,1910,7000,545000
6290,6301800020,3,"2,5",2,0,0,3,8,1991,1780,9660,535000
6291,7855000460,3,"2,75",1,0,4,5,9,1967,3390,9360,1450000
6292,9320350020,4,3,2,0,0,3,9,2003,2330,5242,490000
6293,7849201061,4,"2,5","1,5",0,0,4,6,1954,1440,7200,319950
6294,3885805640,3,"1,5",1,0,0,5,7,1960,2280,7200,625000
6295,8960200630,3,1,1,0,0,4,7,1968,1760,8657,248000
6296,1736800920,3,"1,75",1,0,0,3,8,1966,2050,7644,475000
6297,6152900402,6,"2,75",1,0,0,4,7,1962,1820,11000,410000
6298,9822700255,3,"2,5",3,0,0,3,9,1998,1950,5000,670000
6299,1423069102,3,"2,5",2,0,0,3,7,2005,2000,51836,430000
6300,5279100675,2,1,1,0,0,5,6,1954,1650,7121,313000
6301,2524049056,3,"3,25","2,5",0,0,3,9,1988,4340,20031,950000
6302,4232400470,2,2,"1,5",0,0,3,8,1902,1590,5400,751750
6303,8562740440,4,"2,5",2,0,0,3,9,2003,2990,6299,760000
6304,8114000020,3,"1,75",1,0,0,4,7,1969,1480,17800,310650
6305,6600780130,4,3,2,0,0,3,8,1997,2820,7311,367500
6306,5100403947,4,"2,5",2,0,0,3,8,2001,2030,6380,580000
6307,1189000825,3,"2,25","1,5",0,0,3,8,1905,1310,3960,580000
6308,3066400080,4,"2,5",2,0,0,3,10,1987,2720,10020,665000
6309,2214800630,3,"2,25",2,0,0,4,7,1979,1920,8120,239950
6310,4027701253,4,"2,5",2,0,0,3,8,1998,2220,11627,470000
6311,9547205260,3,"1,75",1,0,0,5,8,2014,1800,3960,733000
6312,9320600020,4,2,1,0,0,3,7,1962,1550,8596,250000
6313,2807100095,4,"1,75",1,0,0,5,7,1957,1480,9176,402000
6314,8067000020,5,"3,5",2,0,0,3,7,1999,1410,5650,295000
6315,8731980440,5,"2,5",1,0,0,4,8,1976,2344,8000,355000
6316,5112800233,3,"1,5",1,0,0,4,6,1968,1850,20160,289000
6317,6141600179,3,"2,25",2,0,2,3,7,1982,1400,8204,376000
6318,8122100595,2,1,1,0,0,3,7,1926,940,5040,212700
6319,5467910190,3,"1,75",1,0,0,4,9,1983,2750,13095,325000
6320,808300460,4,"2,5",2,0,0,3,7,2002,2490,6300,415000
6321,7785350010,3,"2,5",1,0,0,4,8,1981,3140,14375,935000
6322,2133020020,3,"2,5",2,0,0,3,7,1990,2370,15235,372000
6323,2588800006,3,"1,5",1,0,0,3,7,1957,1770,8400,240000
6324,5169700022,3,"1,75",1,0,0,5,7,1980,1900,7972,334950
6325,5416500660,4,"2,5",2,0,0,3,9,2005,2750,4623,426500
6326,6117502745,2,"1,75",1,0,2,3,8,1952,2920,15084,430000
6327,2624049169,3,"1,5",1,0,0,3,7,1967,1750,6183,400000
6328,1426300842,3,"2,25",1,0,0,4,7,1964,1970,6232,455850
6329,824059321,4,"3,5",2,0,1,3,10,2003,2960,10347,1970000
6330,126049217,3,"1,75",1,0,0,3,7,1986,2100,12593,400000
6331,2201500185,3,1,1,0,0,4,7,1954,1480,12200,397500
6332,1972205790,3,"2,5",3,0,0,3,8,2005,1560,1340,755000
6333,6843000080,5,"1,5",1,0,0,3,7,1962,1730,9230,287000
6334,1442700250,4,"2,5",2,0,0,3,9,1976,2590,16000,480000
6335,2607760680,3,"2,5",2,0,0,3,8,1995,2390,9868,490000
6336,3523059056,3,"2,5",2,0,0,3,8,1991,2260,7373,365000
6337,1657530010,3,"2,5",2,0,0,3,7,2005,1600,1700,260000
6338,7276100020,4,1,"1,5",0,0,4,7,1929,1820,7995,505000
6339,9828200460,2,1,1,0,0,3,7,1922,1440,4800,260000
6340,9828200460,2,1,1,0,0,3,7,1922,1440,4800,430000
6341,5608000840,4,"2,5",2,0,0,4,10,1993,3470,11318,905000
6342,5422560470,3,2,2,0,0,4,8,1977,1750,6402,440000
6343,446000020,4,1,"1,5",0,0,3,7,1950,1530,5790,439500
6344,9476200545,3,2,1,0,0,5,6,1944,1350,6700,270000
6345,8648100130,3,"2,5",2,0,0,4,7,1998,1980,8852,306500
6346,9358002232,3,2,2,0,0,3,8,2003,1470,2288,380000
6347,2212900920,4,"1,75",1,0,0,5,7,1969,1220,9800,215000
6348,6149700380,2,1,1,0,0,3,7,1950,1080,7200,299900
6349,4340000080,4,"3,5",2,0,0,3,10,1995,2630,7904,1450000
6350,3751605432,3,1,"1,5",0,0,4,5,1942,1430,19200,239950
6351,6384300020,4,"2,5",1,0,0,4,8,1973,1990,7700,494000
6352,3450300430,4,"1,5",1,0,0,4,7,1963,1650,8066,317500
6353,1245001763,4,"2,5",2,0,0,4,7,1977,2350,8625,670000
6354,7853240660,3,"2,5",2,0,2,3,9,2004,3140,7438,650000
6355,3723800414,4,"2,5",2,0,0,3,8,1983,1670,5080,852000
6356,5104500020,2,"1,5",2,0,0,3,7,1983,1098,1469,250000
6357,5438000080,3,"1,5",1,0,0,4,7,1964,1620,10849,264950
6358,9498200091,2,2,1,0,0,5,7,1942,1380,6930,582500
6359,1498301213,3,"2,5",2,0,0,3,7,1998,1540,2875,384000
6360,2652500285,3,"1,5","1,5",0,0,3,8,1926,1930,4320,817000
6361,5127000430,4,"1,75",1,0,0,4,7,1971,1550,11211,320000
6362,4017110020,4,"2,25",1,0,0,3,8,1977,2140,12043,445800
6363,3336001946,2,1,1,0,0,3,7,1951,1175,5320,263300
6364,5253300387,3,1,1,0,0,3,6,1952,1170,8000,215000
6365,9222400605,5,4,"1,5",0,0,3,7,1921,1560,4225,842500
6366,9222400605,5,4,"1,5",0,0,3,7,1921,1560,4225,850000
6367,2163300130,5,"2,5",2,0,0,3,7,1990,1900,7416,386000
6368,8662500130,4,"2,5",2,0,0,3,7,1996,1680,5320,251100
6369,1770000130,3,"1,75",1,0,0,3,7,1978,1750,16050,435000
6370,1888120080,4,4,2,0,0,3,10,2000,3530,11783,870000
6371,862000020,6,1,2,0,0,3,7,1954,2450,10080,800000
6372,7199100020,3,"1,75",1,0,0,4,7,1968,1610,7500,555000
6373,9169600275,2,1,2,0,0,3,7,1932,2360,6000,280000
6374,2767601815,3,1,1,0,0,3,6,1916,1500,5000,356000
6375,7853221330,4,"2,5",2,0,4,3,9,2004,3100,6001,675000
6376,7504010780,4,"2,25",2,0,0,3,9,1976,2470,11900,605000
6377,5015000190,5,2,"1,5",0,2,4,7,1908,1680,4000,690500
6378,8682260470,2,"1,75",1,0,0,3,8,2005,1680,6200,437000
6379,4122700020,5,2,"1,5",0,0,4,8,1966,2810,13906,850000
6380,8850000285,4,"2,25","1,5",0,0,4,7,1904,1540,3000,350000
6381,4174600185,2,"2,25","1,5",0,0,3,8,1926,1820,7875,480000
6382,7229800430,3,"2,25",2,0,0,3,8,1989,1500,25641,379500
6383,42000130,5,"4,5",2,0,0,3,10,2012,2720,10080,600000
6384,4139430250,4,"3,5",2,0,3,4,11,1992,3580,13335,1440000
6385,9834201470,2,"1,5",2,0,0,3,7,2007,1000,1083,303000
6386,4058801702,4,"2,5",1,0,4,3,9,1953,2430,9272,800000
6387,3363400655,2,2,"1,5",0,0,5,7,1906,1280,3900,549000
6388,8700500020,3,"2,5",1,0,0,3,7,1964,2070,9600,324950
6389,8148600020,2,1,1,0,0,3,6,1948,1100,8701,170000
6390,8651430780,3,1,1,0,0,5,6,1969,870,5200,178000
6391,1432400345,3,1,1,0,0,3,6,1958,1188,7700,144000
6392,2524049148,4,"2,75",1,0,2,4,9,1997,3330,18777,1580000
6393,2475900840,2,1,1,0,0,3,6,1932,1100,8777,258000
6394,7452500190,3,"1,75",1,0,0,4,6,1950,900,5050,345000
6395,3459000050,3,"1,75",1,0,0,3,8,1965,2320,12474,470000
6396,2624049091,5,"2,5",2,1,4,3,10,1925,3540,24293,2900000
6397,1138000250,3,"1,5",1,0,0,5,7,1969,1390,7280,350000
6398,4399210130,2,"1,75",1,0,0,4,7,1972,1750,10687,225500
6399,2770601365,2,1,1,0,0,3,6,1942,1180,6000,473000
6400,7272000980,3,"1,75",1,0,0,3,7,1962,1820,9623,279000
6401,1566100010,3,1,1,0,0,3,6,1948,1530,8128,470000
6402,6338000592,3,"1,75",1,0,0,4,6,1925,1510,4080,565000
6403,2815600305,3,2,1,0,1,4,8,1952,1780,6800,695000
6404,561500290,3,"1,75",1,0,0,4,7,1991,2070,54450,315000
6405,3905080280,3,"2,5",2,0,0,3,8,1993,2130,5114,529000
6406,925069071,5,"3,75","1,5",0,0,3,8,1990,3250,38636,750000
6407,2426049174,3,"2,25",2,0,0,3,7,1993,1840,7374,481500
6408,9407600250,3,2,1,0,0,3,7,1987,1080,7093,211000
6409,7955050170,3,"2,25",1,0,0,3,7,1973,1940,7192,455000
6410,7224000950,2,1,1,0,0,3,5,1938,890,4838,238950
6411,464001025,4,"3,5",2,0,0,3,8,2003,2000,6720,722500
6412,5569700020,4,"2,5",1,0,3,4,8,1973,3230,13420,795000
6413,1310910290,4,"2,25",2,0,0,3,8,1971,2050,9240,327500
6414,5104531640,4,3,2,0,0,3,9,2006,3400,5672,585000
6415,1025039145,4,2,1,0,1,3,7,1969,3300,10080,775000
6416,5406500170,4,"2,5",2,0,0,3,8,2001,2510,4200,645000
6417,1826049426,4,"2,75",1,0,0,3,8,1968,2070,9575,445000
6418,2011000010,3,"1,75",1,0,0,3,7,1987,1400,7500,257950
6419,9368700006,5,"1,75",1,0,0,3,7,1959,1380,6570,375000
6420,8016250080,3,"2,5",2,0,0,3,7,1994,1610,7162,245000
6421,4053200285,3,"2,5",2,0,0,3,11,1990,2150,21429,725000
6422,5411600020,4,"2,5",2,0,0,3,9,2005,2920,4922,702000
6423,847100078,3,"1,75",2,0,0,3,6,2005,2660,10650,330000
6424,4232903295,3,"1,5","1,5",0,0,3,8,1912,1780,3600,940000
6425,7979900680,3,1,"1,5",0,0,4,7,1950,1600,8146,354500
6426,492000532,4,"2,75","1,5",0,0,4,7,1914,1070,4804,279950
6427,2310000430,3,"2,25",1,0,0,4,7,1989,1470,7358,284000
6428,8832900780,5,2,1,0,1,3,8,1959,2150,12676,480000
6429,8832900780,5,2,1,0,1,3,8,1959,2150,12676,647500
6430,3249500020,3,"2,5",2,0,0,3,9,1993,2780,35862,625000
6431,8651442810,3,1,1,0,0,4,7,1978,1160,4875,152000
6432,8564500020,3,1,1,0,0,3,7,1961,1740,10194,322000
6433,3019300050,3,"1,75",1,0,0,4,7,1916,1470,4000,445000
6434,2460900020,3,1,"1,5",0,0,4,7,1907,1280,3960,595000
6435,2698200010,3,1,1,0,0,3,7,1981,1910,7859,165000
6436,104560010,4,"2,5",2,0,0,3,7,1990,2060,7092,278500
6437,5710610430,3,"1,75",1,0,0,3,8,1973,2140,10922,517500
6438,34000005,2,1,1,0,0,3,7,1954,1240,4000,343566
6439,7349400420,4,"2,25",1,0,0,3,7,1977,1610,9272,286285
6440,3298300130,4,"1,5",1,0,0,5,6,1959,1210,7178,474905
6441,7312400080,3,"1,75",1,0,0,4,7,1960,1540,5000,550000
6442,3356404198,4,"2,5",2,0,0,3,6,1993,1530,8000,286000
6443,2344300122,3,"3,25",1,0,0,4,8,1980,2180,8931,900000
6444,3904901330,3,"2,25",2,0,0,3,7,1985,1610,5210,449950
6445,7524100280,4,"1,5",2,0,0,3,7,1966,1490,7689,259000
6446,2473390440,3,"2,25",1,0,0,3,7,1969,1480,8284,340000
6447,2215800050,4,"2,5",2,0,0,3,9,1994,3150,44431,785000
6448,2769602475,2,1,"1,5",0,0,4,6,1910,1320,4000,490000
6449,9183700470,4,2,1,0,0,4,7,1941,2050,9000,344950
6450,1337800284,3,2,2,0,0,4,9,1905,2690,4800,950000
6451,3867400130,4,"1,75",1,0,4,4,7,1958,1690,4144,810000
6452,7856410020,2,"2,5",1,0,3,4,9,1976,3010,11612,998160
6453,9477730080,3,"1,75",1,0,0,3,8,1979,2100,10348,377000
6454,3300760020,3,2,1,0,0,4,8,1984,2240,7201,595000
6455,148000440,2,1,1,0,0,3,6,1940,1180,5900,313300
6456,1708400595,5,"1,75","1,5",0,0,4,7,1941,1220,5225,360000
6457,9264901680,3,"1,75",1,0,0,2,8,1979,1840,7673,188000
6458,3226079091,3,"2,5","1,5",0,0,3,9,1994,2410,144183,755000
6459,2877104175,5,"3,5",2,0,2,3,10,2003,1940,5000,1290000
6460,8843900396,3,1,"2,5",0,0,3,6,1940,1510,8723,455000
6461,1425059193,5,"3,5",2,0,3,3,10,2005,3420,9860,817500
6462,5694000768,3,"2,25",3,0,0,3,8,2002,1560,1350,550000
6463,8732190460,3,"1,75",1,0,0,3,8,1978,2020,8352,260000
6464,723099028,3,2,"1,5",0,0,3,7,1999,2300,35174,320000
6465,4139480190,3,"3,25",1,0,1,3,11,1999,3850,11170,1150000
6466,1133000050,4,"2,5",1,0,0,3,7,1985,1590,9906,362000
6467,2770601462,3,"2,5",2,0,0,3,7,1997,1640,1563,503500
6468,3630120480,3,"2,5",2,0,0,3,9,2006,2340,3626,653000
6469,624110050,4,"2,75",2,0,0,3,10,1991,3700,13129,760000
6470,2301400655,4,"1,75",1,0,0,4,7,1916,1760,5000,775000
6471,7936500190,4,"3,75","1,5",1,4,3,9,1955,3030,28598,1340000
6472,126039323,5,"1,75",1,0,0,4,7,1954,2060,9688,417500
6473,9512500460,3,"1,5",1,0,0,4,7,1969,1870,8671,525000
6474,7203601405,2,1,1,0,1,3,4,1934,1220,4382,217000
6475,6204200170,4,"2,75",1,0,0,3,8,1985,1970,7127,525000
6476,5027800190,4,"2,25",1,0,0,3,7,1976,1470,7975,442500
6477,2206500430,4,"1,75",1,0,0,4,7,1955,1480,10440,525000
6478,9477001410,4,"1,75",1,0,0,4,7,1967,1550,8039,425500
6479,2324079073,3,"2,75",2,0,2,3,8,1990,2450,218235,710000
6480,2817210420,4,3,1,0,3,3,8,1991,2380,13623,545000
6481,1402200440,5,"2,75","1,5",0,0,4,8,1967,1980,18000,410000
6482,1545808370,3,"2,25",1,0,0,3,7,1980,1700,8100,245000
6483,7335400500,2,1,1,0,0,4,6,1923,1140,6695,194900
6484,1843130980,4,"2,5",2,0,0,3,7,2003,2330,5390,284000
6485,9262800255,2,"1,75","1,5",0,0,4,6,1936,1820,50529,280000
6486,8656800190,3,"1,75",1,0,0,3,6,1970,2080,84300,280000
6487,2113700235,4,2,1,0,0,5,7,1943,1080,4900,360000
6488,4235400255,2,1,1,0,0,3,6,1942,1460,3300,405000
6489,8691360380,4,"2,5",2,0,0,3,10,2000,3840,13624,865000
6490,2205500080,4,2,1,0,0,4,7,1955,1280,11100,483300
6491,4137000250,4,"2,5",2,0,0,4,8,1985,2100,8400,355000
6492,2310010050,3,"2,25",1,0,0,3,7,1990,1570,7434,274950
6493,1370802115,3,"4,5",2,0,3,3,11,1998,3050,5281,1930000
6494,6117900010,3,"3,25",2,0,0,3,11,1989,3560,15046,755000
6495,2626069030,4,"5,75",2,0,4,3,12,2000,2680,7593,1940000
6496,9407102360,3,"1,75",1,0,0,3,7,1979,1520,9976,309212
6497,104510440,3,"2,25",1,0,0,3,7,1984,1540,8649,219950
6498,7519000170,3,"2,5","1,5",0,0,4,7,1920,1400,4017,690000
6499,2113700500,3,"1,75",1,0,0,3,6,1943,1140,4000,250800
6500,1560930050,3,2,1,0,2,3,9,1994,3140,36450,557500
6501,9550204590,4,"1,75","1,5",0,0,5,8,1926,1940,3825,941000
6502,4217402115,6,"4,75","1,5",1,4,5,11,1936,3510,15810,3650000
6503,9412710440,4,"2,75",1,0,0,4,7,1977,1810,8600,305000
6504,6043400006,4,"1,5",1,0,0,4,8,1949,2060,16110,815000
6505,1024039049,3,"2,5",1,0,4,4,9,1983,2480,7933,1020000
6506,1250204835,4,3,"1,5",0,3,5,9,1928,2620,5310,1240000
6507,6388920460,3,"2,5",2,0,0,3,9,1990,2390,7499,535000
6508,1925059049,3,1,1,0,0,4,6,1949,2010,10800,775000
6509,7760400420,3,2,1,0,0,3,7,1994,1590,9253,255000
6510,6163901271,2,1,1,0,0,3,7,1947,1500,8775,327000
6511,5437200050,4,2,2,0,3,3,8,1976,2960,9672,560000
6512,3885806565,4,"3,5",2,0,3,3,9,1998,2870,6349,1340000
6513,8651443190,3,"1,75",1,0,0,4,7,1977,1470,5200,199500
6514,1722069145,4,"2,5",2,0,0,3,9,2004,2510,27068,760000
6515,7883605985,3,"2,25",3,0,2,3,8,1994,1150,6000,439000
6516,4038700190,4,"2,25",1,0,0,4,7,1961,2150,8560,527000
6517,8661000089,3,"2,75","1,5",0,0,4,6,1948,1160,13545,199950
6518,2329800430,3,"2,25",2,0,0,4,7,1988,1660,7000,254000
6519,6431500280,2,1,1,0,0,4,7,1921,1110,5000,393000
6520,6204430250,5,"2,25",1,0,0,4,8,1979,2470,12392,585000
6521,4365200630,2,2,1,0,0,4,7,1923,1140,7740,450000
6522,3630120050,2,"1,75",1,0,0,3,9,2005,2330,3752,565000
6523,7844200050,5,"2,25",1,0,0,4,7,1986,2000,9132,330000
6524,1240700006,3,2,"1,5",0,0,3,9,1992,3100,59603,870000
6525,8563000470,4,"2,5",1,0,0,4,8,1966,2040,8199,585000
6526,3221069091,3,"2,5",2,0,3,3,9,1977,2390,125017,500000
6527,8645530010,3,2,1,0,0,3,7,1979,1820,7992,225000
6528,8645530010,3,2,1,0,0,3,7,1979,1820,7992,295000
6529,2141300420,3,"2,75",1,0,0,4,9,1976,3300,10809,775000
6530,9407101900,3,1,1,0,0,3,7,1981,1520,10000,280000
6531,1931300425,3,"2,5","1,5",0,0,5,7,1923,1180,1224,539000
6532,9290800050,3,"1,75",1,0,2,4,8,1953,2550,16100,567500
6533,9421500010,4,"2,25",1,0,0,3,8,1960,1860,8021,442500
6534,3333500151,5,"3,75",3,0,0,3,8,1997,1100,5150,598200
6535,3759500006,4,"2,5",2,0,0,5,8,1955,1780,10843,610000
6536,4221270290,3,"2,5",2,0,0,3,8,2004,2250,4815,544900
6537,1775801405,4,"2,5",2,0,0,3,8,2001,1960,17113,557500
6538,3575302575,3,"2,5",1,0,1,3,7,1979,1560,7500,532500
6539,2581300010,4,"3,25",2,0,0,5,10,1985,2740,11358,1350000
6540,8805900080,3,2,1,0,0,3,7,1920,1820,3750,750000
6541,8121200460,3,"2,5",2,0,0,3,8,1983,1960,10282,530000
6542,2461900609,3,"2,5",2,0,0,3,7,2003,1500,2036,346100
6543,3298600440,4,"2,25",2,0,0,4,9,1977,2700,15680,260000
6544,643300010,3,"1,75",1,0,0,5,7,1959,1800,9940,365000
6545,224069102,3,2,1,0,0,4,7,1983,1980,11250,615000
6546,8856960050,4,"2,5",2,0,0,3,7,1994,1680,6995,318400
6547,4024101478,4,"2,5",2,0,0,3,8,1993,1630,10127,498500
6548,1839910470,3,"1,75",1,0,0,5,7,1971,1270,7350,450000
6549,3668000670,3,2,1,0,0,4,7,1988,1870,8400,200000
6550,1274500420,3,1,1,0,0,5,7,1968,1150,10414,234000
6551,8151600470,2,1,1,0,0,3,5,1947,1290,8384,121800
6552,56000095,3,"2,75","1,5",0,2,5,8,1929,2260,5492,805000
6553,3432500980,4,"2,25",1,0,0,3,8,2013,1500,8134,410000
6554,7940700050,3,"2,5",2,0,0,3,8,1986,1380,5100,475000
6555,1025039292,4,"2,5",2,0,0,3,11,1986,3390,20000,1340000
6556,3438503140,1,1,1,0,0,3,7,1983,1000,7168,269000
6557,7558750190,4,"2,25",2,0,0,4,8,1979,2000,9520,573000
6558,3395040440,3,"2,5",2,0,0,3,7,2001,1540,2890,330000
6559,4338800190,4,1,"1,5",0,0,3,7,1944,1020,7648,252750
6560,8682290670,2,"2,5",1,0,0,3,8,2007,2170,7083,745000
6561,5113260430,3,2,1,0,0,3,7,1991,1450,6783,280000
6562,387000190,4,"2,5",1,0,0,5,8,1974,1540,7000,535000
6563,6844703135,4,"1,5",1,0,0,3,7,1953,1880,5100,580000
6564,8899000190,3,"1,75",1,0,0,4,7,1968,1770,8075,301000
6565,3275760190,4,"1,75",1,0,0,5,7,1968,1740,8120,600000
6566,3438500924,5,3,2,0,0,3,9,2005,1650,6825,538900
6567,5104530430,3,"2,5",2,0,0,3,8,2006,2380,4606,366000
6568,5468770250,4,"2,5",2,0,0,3,8,2003,2100,6192,303000
6569,4318200440,3,"2,25",2,0,0,3,8,2007,1470,1668,432000
6570,1721800190,2,"1,5",1,0,0,3,6,1945,1250,6120,300000
6571,1250202285,3,3,2,0,0,4,8,1939,980,6300,908800
6572,2767602945,3,"1,5",1,0,0,3,7,1940,1460,4750,500000
6573,321049090,5,2,1,0,0,5,7,1959,1510,13068,254000
6574,4443801495,5,"1,5","1,5",0,0,4,7,1924,1530,3880,470000
6575,3275750290,3,2,1,0,0,5,7,1967,1850,8148,480000
6576,2273600460,3,"1,75",1,0,0,4,7,1983,1610,8549,536000
6577,8562720420,4,"3,5",2,0,3,3,11,2006,4042,8321,1350000
6578,1330900250,3,"2,25",1,0,0,4,8,1980,2460,35700,550000
6579,1099600250,3,"1,75",1,0,0,4,7,1976,1600,6400,260000
6580,1445200190,2,"1,5",2,0,0,3,7,2006,1160,1008,284900
6581,1929300052,3,"2,5",2,0,0,3,9,2002,2200,3300,740000
6582,7626200280,2,1,1,0,0,4,7,1920,1170,5850,425000
6583,7211402115,3,1,1,0,0,3,7,1965,1120,5000,230000
6584,324000280,3,"1,5",2,0,0,3,8,1926,1910,4000,675000
6585,8091410080,3,"1,75",1,0,0,3,7,1986,1810,8475,267500
6586,6616000010,4,"2,5",1,0,2,5,8,1952,2310,8750,814000
6587,1125069102,4,3,"1,5",0,0,3,9,1989,2810,217800,1250000
6588,6413600151,3,2,1,0,0,3,7,1985,1830,7220,460000
6589,2607720420,3,"2,5",2,0,0,3,8,1994,2020,9834,445000
6590,1854900470,3,"2,5",2,0,0,3,8,2004,2890,7197,715000
6591,8901000911,3,"1,75",1,0,0,3,7,1947,1840,11000,425000
6592,3709600190,4,"2,5",2,0,0,3,8,2009,2130,4071,370000
6593,537000255,2,"1,75",1,0,0,4,6,1937,1780,9020,302000
6594,4036800170,4,"1,75",1,0,0,4,7,1956,1540,7420,453000
6595,5127100190,3,"1,75",1,0,0,4,7,1969,1440,9870,290000
6596,1762600190,4,"2,5",2,0,0,3,10,1988,3190,35110,1040000
6597,7796100080,4,"2,25",1,0,0,4,9,1967,2650,37318,925000
6598,9465910190,3,"1,75",1,0,0,3,9,1993,2740,11499,600000
6599,9284801845,3,"1,5",1,0,2,4,7,1981,1060,5750,354000
6600,3210200373,4,"1,75",1,0,0,3,7,1978,1440,12884,204950
6601,1854900430,4,"2,5",2,0,0,3,8,2005,2890,6538,675000
6602,2944000050,4,"3,25",2,0,0,3,11,1986,3850,20707,995000
6603,7971300020,5,2,1,0,0,4,7,1957,2160,10960,800000
6604,1542800010,3,"2,5",2,0,0,3,8,1996,1760,3762,472500
6605,1433500050,4,"2,5",1,0,0,3,8,1969,2510,12350,549950
6606,9482700080,3,"1,75",1,0,0,3,7,1925,2100,3854,575575
6607,3303870050,4,"3,25",1,0,0,3,10,2006,3060,10925,545000
6608,2071700010,3,"2,25",1,0,0,3,7,1963,1920,7737,340000
6609,421000430,3,1,1,0,0,4,6,1963,1090,5837,225000
6610,2787460430,2,"1,75",1,0,0,3,7,1983,1460,8153,299950
6611,2436200185,4,"3,5",2,0,0,3,8,2001,1620,4000,829900
6612,9542830440,4,"2,5",2,0,0,3,7,2007,2090,4200,340000
6613,23500190,4,"2,25",1,0,0,3,8,1975,2050,8050,515000
6614,3905030190,4,"2,5",2,0,0,4,8,1992,2090,6370,601000
6615,8079050010,3,"2,5",2,0,0,3,8,1994,2440,7849,470000
6616,3172600095,3,1,1,0,0,4,7,1954,1230,6400,371500
6617,126059242,3,"1,75",1,0,0,4,8,1980,2340,38556,550000
6618,2944510080,4,"2,5",2,0,0,3,8,1995,1630,7720,242550
6619,7019000050,3,"1,5",1,0,0,3,8,1961,2090,9272,367500
6620,7212680460,4,"3,5",2,0,0,3,8,1996,2030,7242,359000
6621,5706600170,3,2,1,0,0,2,7,1984,1260,8245,204900
6622,3322049005,4,"2,75",1,0,0,2,9,1969,1970,40392,850000
6623,7338000950,3,"1,5",2,0,0,3,6,1985,1070,4366,187000
